form_match_id,team_id,opponent_team_id,opponent_name_raw,match_date,competition,is_neutral,is_home,goals_for,goals_against,result,opponent_elo,source_name,source_url,fetched_at,raw_data
form-91,colombia,portugal,portugal,2026-06-27,FIFA World Cup,true,true,0,0,D,1767.85,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-27"",""home"":""colombia"",""away"":""portugal"",""home_score"":0,""away_score"":0,""tournament"":""FIFA World Cup"",""neutral"":true}"
form-92,colombia,dr-congo,dr congo,2026-06-23,FIFA World Cup,true,true,1,0,W,1474.43,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-23"",""home"":""colombia"",""away"":""dr congo"",""home_score"":1,""away_score"":0,""tournament"":""FIFA World Cup"",""neutral"":true}"
form-93,colombia,uzbekistan,uzbekistan,2026-06-17,FIFA World Cup,true,false,3,1,W,1458.73,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-17"",""home"":""uzbekistan"",""away"":""colombia"",""home_score"":1,""away_score"":3,""tournament"":""FIFA World Cup"",""neutral"":true}"
form-94,colombia,jordan,jordan,2026-06-07,Friendly,true,false,2,0,W,1387.74,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-07"",""home"":""jordan"",""away"":""colombia"",""home_score"":0,""away_score"":2,""tournament"":""Friendly"",""neutral"":true}"
form-95,colombia,,costa rica,2026-06-01,Friendly,false,true,3,1,W,1456.03,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-01"",""home"":""colombia"",""away"":""costa rica"",""home_score"":3,""away_score"":1,""tournament"":""Friendly"",""neutral"":false}"
form-96,colombia,france,france,2026-03-29,Friendly,true,true,1,3,L,1870.7,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-03-29"",""home"":""colombia"",""away"":""france"",""home_score"":1,""away_score"":3,""tournament"":""Friendly"",""neutral"":true}"
form-97,colombia,croatia,croatia,2026-03-26,Friendly,true,true,1,2,L,1714.87,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-03-26"",""home"":""colombia"",""away"":""croatia"",""home_score"":1,""away_score"":2,""tournament"":""Friendly"",""neutral"":true}"
form-98,colombia,australia,australia,2025-11-18,Friendly,true,true,3,0,W,1579.34,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2025-11-18"",""home"":""colombia"",""away"":""australia"",""home_score"":3,""away_score"":0,""tournament"":""Friendly"",""neutral"":true}"
form-99,colombia,new-zealand,new zealand,2025-11-15,Friendly,true,true,2,1,W,1275.58,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2025-11-15"",""home"":""colombia"",""away"":""new zealand"",""home_score"":2,""away_score"":1,""tournament"":""Friendly"",""neutral"":true}"
form-100,colombia,canada,canada,2025-10-14,Friendly,true,false,0,0,D,1559.48,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2025-10-14"",""home"":""canada"",""away"":""colombia"",""home_score"":0,""away_score"":0,""tournament"":""Friendly"",""neutral"":true}"
form-101,croatia,ghana,ghana,2026-06-27,FIFA World Cup,true,true,2,1,W,1346.88,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-27"",""home"":""croatia"",""away"":""ghana"",""home_score"":2,""away_score"":1,""tournament"":""FIFA World Cup"",""neutral"":true}"
form-102,croatia,panama,panama,2026-06-23,FIFA World Cup,true,false,1,0,W,1539.16,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-23"",""home"":""panama"",""away"":""croatia"",""home_score"":0,""away_score"":1,""tournament"":""FIFA World Cup"",""neutral"":true}"
form-103,croatia,england,england,2026-06-17,FIFA World Cup,true,false,2,4,L,1828.02,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-17"",""home"":""england"",""away"":""croatia"",""home_score"":4,""away_score"":2,""tournament"":""FIFA World Cup"",""neutral"":true}"
form-104,croatia,,slovenia,2026-06-07,Friendly,false,true,2,1,W,1441.09,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-07"",""home"":""croatia"",""away"":""slovenia"",""home_score"":2,""away_score"":1,""tournament"":""Friendly"",""neutral"":false}"
form-105,croatia,belgium,belgium,2026-06-02,Friendly,false,true,0,2,L,1742.24,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-02"",""home"":""croatia"",""away"":""belgium"",""home_score"":0,""away_score"":2,""tournament"":""Friendly"",""neutral"":false}"
form-106,croatia,brazil,brazil,2026-03-31,Friendly,true,false,1,3,L,1765.86,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-03-31"",""home"":""brazil"",""away"":""croatia"",""home_score"":3,""away_score"":1,""tournament"":""Friendly"",""neutral"":true}"
form-107,croatia,colombia,colombia,2026-03-26,Friendly,true,false,2,1,W,1698.35,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-03-26"",""home"":""colombia"",""away"":""croatia"",""home_score"":1,""away_score"":2,""tournament"":""Friendly"",""neutral"":true}"
form-108,croatia,,montenegro,2025-11-17,FIFA World Cup qualification,false,false,3,2,W,1301.98,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2025-11-17"",""home"":""montenegro"",""away"":""croatia"",""home_score"":2,""away_score"":3,""tournament"":""FIFA World Cup qualification"",""neutral"":false}"
form-109,croatia,,faroe islands,2025-11-14,FIFA World Cup qualification,false,true,3,1,W,1136.59,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2025-11-14"",""home"":""croatia"",""away"":""faroe islands"",""home_score"":3,""away_score"":1,""tournament"":""FIFA World Cup qualification"",""neutral"":false}"
form-110,croatia,,gibraltar,2025-10-12,FIFA World Cup qualification,false,true,3,0,W,820.26,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2025-10-12"",""home"":""croatia"",""away"":""gibraltar"",""home_score"":3,""away_score"":0,""tournament"":""FIFA World Cup qualification"",""neutral"":false}"
form-111,cura-ao,ivory-coast,ivory coast,2026-06-25,FIFA World Cup,true,true,0,2,L,1540.87,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-25"",""home"":""curaçao"",""away"":""ivory coast"",""home_score"":0,""away_score"":2,""tournament"":""FIFA World Cup"",""neutral"":true}"
form-112,cura-ao,ecuador,ecuador,2026-06-20,FIFA World Cup,true,false,0,0,D,1598.52,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-20"",""home"":""ecuador"",""away"":""curaçao"",""home_score"":0,""away_score"":0,""tournament"":""FIFA World Cup"",""neutral"":true}"
form-113,cura-ao,germany,germany,2026-06-14,FIFA World Cup,true,false,1,7,L,1735.77,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-14"",""home"":""germany"",""away"":""curaçao"",""home_score"":7,""away_score"":1,""tournament"":""FIFA World Cup"",""neutral"":true}"
form-114,cura-ao,,aruba,2026-06-06,Friendly,false,true,4,0,W,875.61,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-06"",""home"":""curaçao"",""away"":""aruba"",""home_score"":4,""away_score"":0,""tournament"":""Friendly"",""neutral"":false}"
form-115,cura-ao,scotland,scotland,2026-05-30,Friendly,false,false,1,4,L,1503.34,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-05-30"",""home"":""scotland"",""away"":""curaçao"",""home_score"":4,""away_score"":1,""tournament"":""Friendly"",""neutral"":false}"
form-116,cura-ao,australia,australia,2026-03-31,FIFA Series,false,false,1,5,L,1579.34,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-03-31"",""home"":""australia"",""away"":""curaçao"",""home_score"":5,""away_score"":1,""tournament"":""FIFA Series"",""neutral"":false}"
form-117,cura-ao,,china,2026-03-27,FIFA Series,true,false,0,2,L,1254.81,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-03-27"",""home"":""china"",""away"":""curaçao"",""home_score"":2,""away_score"":0,""tournament"":""FIFA Series"",""neutral"":true}"
form-118,cura-ao,,jamaica,2025-11-18,FIFA World Cup qualification,false,false,0,0,D,1357.84,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2025-11-18"",""home"":""jamaica"",""away"":""curaçao"",""home_score"":0,""away_score"":0,""tournament"":""FIFA World Cup qualification"",""neutral"":false}"
form-119,cura-ao,,bermuda,2025-11-13,FIFA World Cup qualification,false,false,7,0,W,975.05,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2025-11-13"",""home"":""bermuda"",""away"":""curaçao"",""home_score"":0,""away_score"":7,""tournament"":""FIFA World Cup qualification"",""neutral"":false}"
form-120,cura-ao,,trinidad and tobago,2025-10-14,FIFA World Cup qualification,false,true,1,1,D,1219.59,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2025-10-14"",""home"":""curaçao"",""away"":""trinidad and tobago"",""home_score"":1,""away_score"":1,""tournament"":""FIFA World Cup qualification"",""neutral"":false}"
form-121,czech-republic,mexico,mexico,2026-06-24,FIFA World Cup,false,false,0,3,L,1687.48,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-24"",""home"":""mexico"",""away"":""czech republic"",""home_score"":3,""away_score"":0,""tournament"":""FIFA World Cup"",""neutral"":false}"
form-122,czech-republic,south-africa,south africa,2026-06-18,FIFA World Cup,true,true,1,1,D,1428.38,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-18"",""home"":""czech republic"",""away"":""south africa"",""home_score"":1,""away_score"":1,""tournament"":""FIFA World Cup"",""neutral"":true}"
form-123,czech-republic,south-korea,south korea,2026-06-11,FIFA World Cup,true,false,1,2,L,1591.63,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-11"",""home"":""south korea"",""away"":""czech republic"",""home_score"":2,""away_score"":1,""tournament"":""FIFA World Cup"",""neutral"":true}"
form-124,czech-republic,,guatemala,2026-06-04,Friendly,true,false,5,1,W,1238.74,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-04"",""home"":""guatemala"",""away"":""czech republic"",""home_score"":1,""away_score"":5,""tournament"":""Friendly"",""neutral"":true}"
form-125,czech-republic,,kosovo,2026-05-31,Friendly,false,true,2,1,W,1319.12,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-05-31"",""home"":""czech republic"",""away"":""kosovo"",""home_score"":2,""away_score"":1,""tournament"":""Friendly"",""neutral"":false}"
form-126,czech-republic,,denmark,2026-03-31,FIFA World Cup qualification,false,true,2,2,D,1619.47,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-03-31"",""home"":""czech republic"",""away"":""denmark"",""home_score"":2,""away_score"":2,""tournament"":""FIFA World Cup qualification"",""neutral"":false}"
form-127,czech-republic,,republic of ireland,2026-03-26,FIFA World Cup qualification,false,true,2,2,D,1441.1,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-03-26"",""home"":""czech republic"",""away"":""republic of ireland"",""home_score"":2,""away_score"":2,""tournament"":""FIFA World Cup qualification"",""neutral"":false}"
form-128,czech-republic,,gibraltar,2025-11-17,FIFA World Cup qualification,false,true,6,0,W,820.26,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2025-11-17"",""home"":""czech republic"",""away"":""gibraltar"",""home_score"":6,""away_score"":0,""tournament"":""FIFA World Cup qualification"",""neutral"":false}"
form-129,czech-republic,,san marino,2025-11-13,Friendly,false,true,1,0,W,721.2,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2025-11-13"",""home"":""czech republic"",""away"":""san marino"",""home_score"":1,""away_score"":0,""tournament"":""Friendly"",""neutral"":false}"
form-130,czech-republic,,faroe islands,2025-10-12,FIFA World Cup qualification,false,false,1,2,L,1136.59,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2025-10-12"",""home"":""faroe islands"",""away"":""czech republic"",""home_score"":2,""away_score"":1,""tournament"":""FIFA World Cup qualification"",""neutral"":false}"
form-131,dr-congo,uzbekistan,uzbekistan,2026-06-27,FIFA World Cup,true,true,3,1,W,1458.73,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-27"",""home"":""dr congo"",""away"":""uzbekistan"",""home_score"":3,""away_score"":1,""tournament"":""FIFA World Cup"",""neutral"":true}"
form-132,dr-congo,colombia,colombia,2026-06-23,FIFA World Cup,true,false,0,1,L,1698.35,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-23"",""home"":""colombia"",""away"":""dr congo"",""home_score"":1,""away_score"":0,""tournament"":""FIFA World Cup"",""neutral"":true}"
form-133,dr-congo,portugal,portugal,2026-06-17,FIFA World Cup,true,false,1,1,D,1767.85,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-17"",""home"":""portugal"",""away"":""dr congo"",""home_score"":1,""away_score"":1,""tournament"":""FIFA World Cup"",""neutral"":true}"
form-134,dr-congo,,chile,2026-06-09,Friendly,true,true,1,2,L,1458.2,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-09"",""home"":""dr congo"",""away"":""chile"",""home_score"":1,""away_score"":2,""tournament"":""Friendly"",""neutral"":true}"
form-135,dr-congo,,denmark,2026-06-03,Friendly,true,true,0,0,D,1619.47,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-03"",""home"":""dr congo"",""away"":""denmark"",""home_score"":0,""away_score"":0,""tournament"":""Friendly"",""neutral"":true}"
form-136,dr-congo,,jamaica,2026-03-31,FIFA World Cup qualification,true,true,1,0,W,1357.84,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-03-31"",""home"":""dr congo"",""away"":""jamaica"",""home_score"":1,""away_score"":0,""tournament"":""FIFA World Cup qualification"",""neutral"":true}"
form-137,dr-congo,,bermuda,2026-03-25,Friendly,true,false,2,0,W,975.05,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-03-25"",""home"":""bermuda"",""away"":""dr congo"",""home_score"":0,""away_score"":2,""tournament"":""Friendly"",""neutral"":true}"
form-138,dr-congo,algeria,algeria,2026-01-06,African Cup of Nations,true,false,0,1,L,1571.03,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-01-06"",""home"":""algeria"",""away"":""dr congo"",""home_score"":1,""away_score"":0,""tournament"":""African Cup of Nations"",""neutral"":true}"
form-139,dr-congo,,botswana,2025-12-30,African Cup of Nations,true,false,3,0,W,1063.63,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2025-12-30"",""home"":""botswana"",""away"":""dr congo"",""home_score"":0,""away_score"":3,""tournament"":""African Cup of Nations"",""neutral"":true}"
form-140,dr-congo,senegal,senegal,2025-12-27,African Cup of Nations,true,false,1,1,D,1684.07,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2025-12-27"",""home"":""senegal"",""away"":""dr congo"",""home_score"":1,""away_score"":1,""tournament"":""African Cup of Nations"",""neutral"":true}"
form-141,ecuador,mexico,mexico,2026-06-30,FIFA World Cup,false,false,0,2,L,1687.48,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-30"",""home"":""mexico"",""away"":""ecuador"",""home_score"":2,""away_score"":0,""tournament"":""FIFA World Cup"",""neutral"":false}"
form-142,ecuador,germany,germany,2026-06-25,FIFA World Cup,true,true,2,1,W,1735.77,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-25"",""home"":""ecuador"",""away"":""germany"",""home_score"":2,""away_score"":1,""tournament"":""FIFA World Cup"",""neutral"":true}"
form-143,ecuador,,curaçao,2026-06-20,FIFA World Cup,true,true,0,0,D,1294.77,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-20"",""home"":""ecuador"",""away"":""curaçao"",""home_score"":0,""away_score"":0,""tournament"":""FIFA World Cup"",""neutral"":true}"
form-144,ecuador,ivory-coast,ivory coast,2026-06-14,FIFA World Cup,true,false,0,1,L,1540.87,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-14"",""home"":""ivory coast"",""away"":""ecuador"",""home_score"":1,""away_score"":0,""tournament"":""FIFA World Cup"",""neutral"":true}"
form-145,ecuador,,guatemala,2026-06-07,Friendly,true,true,3,0,W,1238.74,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-07"",""home"":""ecuador"",""away"":""guatemala"",""home_score"":3,""away_score"":0,""tournament"":""Friendly"",""neutral"":true}"
form-146,ecuador,saudi-arabia,saudi arabia,2026-05-30,Friendly,true,true,2,1,W,1423.88,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-05-30"",""home"":""ecuador"",""away"":""saudi arabia"",""home_score"":2,""away_score"":1,""tournament"":""Friendly"",""neutral"":true}"
form-147,ecuador,netherlands,netherlands,2026-03-31,Friendly,false,false,1,1,D,1753.57,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-03-31"",""home"":""netherlands"",""away"":""ecuador"",""home_score"":1,""away_score"":1,""tournament"":""Friendly"",""neutral"":false}"
form-148,ecuador,morocco,morocco,2026-03-27,Friendly,true,false,1,1,D,1755.1,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-03-27"",""home"":""morocco"",""away"":""ecuador"",""home_score"":1,""away_score"":1,""tournament"":""Friendly"",""neutral"":true}"
form-149,ecuador,new-zealand,new zealand,2025-11-18,Friendly,true,true,2,0,W,1275.58,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2025-11-18"",""home"":""ecuador"",""away"":""new zealand"",""home_score"":2,""away_score"":0,""tournament"":""Friendly"",""neutral"":true}"
form-150,ecuador,canada,canada,2025-11-13,Friendly,false,false,0,0,D,1559.48,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2025-11-13"",""home"":""canada"",""away"":""ecuador"",""home_score"":0,""away_score"":0,""tournament"":""Friendly"",""neutral"":false}"
form-151,egypt,iran,iran,2026-06-26,FIFA World Cup,true,true,1,1,D,1619.58,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-26"",""home"":""egypt"",""away"":""iran"",""home_score"":1,""away_score"":1,""tournament"":""FIFA World Cup"",""neutral"":true}"
form-152,egypt,new-zealand,new zealand,2026-06-21,FIFA World Cup,true,false,3,1,W,1275.58,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-21"",""home"":""new zealand"",""away"":""egypt"",""home_score"":1,""away_score"":3,""tournament"":""FIFA World Cup"",""neutral"":true}"
form-153,egypt,belgium,belgium,2026-06-15,FIFA World Cup,true,false,1,1,D,1742.24,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-15"",""home"":""belgium"",""away"":""egypt"",""home_score"":1,""away_score"":1,""tournament"":""FIFA World Cup"",""neutral"":true}"
form-154,egypt,brazil,brazil,2026-06-06,Friendly,true,false,1,2,L,1765.86,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-06"",""home"":""brazil"",""away"":""egypt"",""home_score"":2,""away_score"":1,""tournament"":""Friendly"",""neutral"":true}"
form-155,egypt,,russia,2026-05-28,Friendly,false,true,1,0,W,1529.6,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-05-28"",""home"":""egypt"",""away"":""russia"",""home_score"":1,""away_score"":0,""tournament"":""Friendly"",""neutral"":false}"
form-156,egypt,spain,spain,2026-03-31,Friendly,false,false,0,0,D,1874.71,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-03-31"",""home"":""spain"",""away"":""egypt"",""home_score"":0,""away_score"":0,""tournament"":""Friendly"",""neutral"":false}"
form-157,egypt,saudi-arabia,saudi arabia,2026-03-27,Friendly,false,false,4,0,W,1423.88,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-03-27"",""home"":""saudi arabia"",""away"":""egypt"",""home_score"":0,""away_score"":4,""tournament"":""Friendly"",""neutral"":false}"
form-158,egypt,,nigeria,2026-01-17,African Cup of Nations,true,true,0,0,D,1585.02,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-01-17"",""home"":""egypt"",""away"":""nigeria"",""home_score"":0,""away_score"":0,""tournament"":""African Cup of Nations"",""neutral"":true}"
form-159,egypt,senegal,senegal,2026-01-14,African Cup of Nations,true,false,0,1,L,1684.07,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-01-14"",""home"":""senegal"",""away"":""egypt"",""home_score"":1,""away_score"":0,""tournament"":""African Cup of Nations"",""neutral"":true}"
form-160,egypt,ivory-coast,ivory coast,2026-01-10,African Cup of Nations,true,true,3,2,W,1540.87,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-01-10"",""home"":""egypt"",""away"":""ivory coast"",""home_score"":3,""away_score"":2,""tournament"":""African Cup of Nations"",""neutral"":true}"
form-161,england,panama,panama,2026-06-27,FIFA World Cup,true,false,2,0,W,1539.16,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-27"",""home"":""panama"",""away"":""england"",""home_score"":0,""away_score"":2,""tournament"":""FIFA World Cup"",""neutral"":true}"
form-162,england,ghana,ghana,2026-06-23,FIFA World Cup,true,true,0,0,D,1346.88,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-23"",""home"":""england"",""away"":""ghana"",""home_score"":0,""away_score"":0,""tournament"":""FIFA World Cup"",""neutral"":true}"
form-163,england,croatia,croatia,2026-06-17,FIFA World Cup,true,true,4,2,W,1714.87,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-17"",""home"":""england"",""away"":""croatia"",""home_score"":4,""away_score"":2,""tournament"":""FIFA World Cup"",""neutral"":true}"
form-164,england,,costa rica,2026-06-10,Friendly,true,true,3,0,W,1456.03,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-10"",""home"":""england"",""away"":""costa rica"",""home_score"":3,""away_score"":0,""tournament"":""Friendly"",""neutral"":true}"
form-165,england,new-zealand,new zealand,2026-06-06,Friendly,true,true,1,0,W,1275.58,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-06"",""home"":""england"",""away"":""new zealand"",""home_score"":1,""away_score"":0,""tournament"":""Friendly"",""neutral"":true}"
form-166,england,japan,japan,2026-03-31,Friendly,false,true,0,1,L,1661.58,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-03-31"",""home"":""england"",""away"":""japan"",""home_score"":0,""away_score"":1,""tournament"":""Friendly"",""neutral"":false}"
form-167,england,uruguay,uruguay,2026-03-27,Friendly,false,true,1,1,D,1673.07,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-03-27"",""home"":""england"",""away"":""uruguay"",""home_score"":1,""away_score"":1,""tournament"":""Friendly"",""neutral"":false}"
form-168,england,,albania,2025-11-16,FIFA World Cup qualification,false,false,2,0,W,1376.03,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2025-11-16"",""home"":""albania"",""away"":""england"",""home_score"":0,""away_score"":2,""tournament"":""FIFA World Cup qualification"",""neutral"":false}"
form-169,england,,serbia,2025-11-13,FIFA World Cup qualification,false,true,2,0,W,1502.13,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2025-11-13"",""home"":""england"",""away"":""serbia"",""home_score"":2,""away_score"":0,""tournament"":""FIFA World Cup qualification"",""neutral"":false}"
form-170,england,,latvia,2025-10-14,FIFA World Cup qualification,false,false,5,0,W,1085.66,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2025-10-14"",""home"":""latvia"",""away"":""england"",""home_score"":0,""away_score"":5,""tournament"":""FIFA World Cup qualification"",""neutral"":false}"
form-171,france,sweden,sweden,2026-06-30,FIFA World Cup,true,true,3,0,W,1509.79,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-30"",""home"":""france"",""away"":""sweden"",""home_score"":3,""away_score"":0,""tournament"":""FIFA World Cup"",""neutral"":true}"
form-172,france,norway,norway,2026-06-26,FIFA World Cup,true,false,4,1,W,1557.44,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-26"",""home"":""norway"",""away"":""france"",""home_score"":1,""away_score"":4,""tournament"":""FIFA World Cup"",""neutral"":true}"
form-173,france,iraq,iraq,2026-06-22,FIFA World Cup,true,true,3,0,W,1446.28,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-22"",""home"":""france"",""away"":""iraq"",""home_score"":3,""away_score"":0,""tournament"":""FIFA World Cup"",""neutral"":true}"
form-174,france,senegal,senegal,2026-06-16,FIFA World Cup,true,true,3,1,W,1684.07,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-16"",""home"":""france"",""away"":""senegal"",""home_score"":3,""away_score"":1,""tournament"":""FIFA World Cup"",""neutral"":true}"
form-175,france,,northern ireland,2026-06-08,Friendly,false,true,3,1,W,1365.3,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-08"",""home"":""france"",""away"":""northern ireland"",""home_score"":3,""away_score"":1,""tournament"":""Friendly"",""neutral"":false}"
form-176,france,ivory-coast,ivory coast,2026-06-04,Friendly,false,true,1,2,L,1540.87,martj42-results,https://github.com/martj42/international_results,2026-07-01T14:05:55.202Z,"{""date"":""2026-06-04"",""home"":""france"",""away"":""ivory coast"",""home_score"":1,""away_score"":2,""tournament"":""Friendly"",""neutral"":false}"
